Type,Name,URL,CRC,Size
FILE,Atari ST - Compilations - Games - [STX] (TOSEC-v2015-05-07_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/ST/Compilations/Games/[STX]/Atari ST - Compilations - Games - [STX]/Atari ST - Compilations - Games - [STX] (TOSEC-v2015-05-07_CM).dat,1437147981,10785
DIRECTORY,[ST],,,
DIRECTORY,Atari ST - Compilations - Games - [ST],,,
FILE,Atari ST - Compilations - Games - [ST] (TOSEC-v2015-05-07_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/ST/Compilations/Games/[ST]/Atari ST - Compilations - Games - [ST]/Atari ST - Compilations - Games - [ST] (TOSEC-v2015-05-07_CM).dat,3498239603,2495456
DIRECTORY,2600 & VCS,,,
DIRECTORY,Educational,,,
DIRECTORY,Atari 2600 & VCS - Educational,,,
FILE,Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/2600 & VCS/Educational/Atari 2600 & VCS - Educational/Atari 2600 & VCS - Educational (TOSEC-v2019-09-02_CM).dat,1293018523,13512
DIRECTORY,Demos,,,
DIRECTORY,Atari 2600 & VCS - Demos,,,
FILE,Atari 2600 & VCS - Demos (TOSEC-v2022-06-08_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/2600 & VCS/Demos/Atari 2600 & VCS - Demos/Atari 2600 & VCS - Demos (TOSEC-v2022-06-08_CM).dat,227799119,48966
DIRECTORY,Applications,,,
DIRECTORY,Atari 2600 & VCS - Applications,,,
FILE,Atari 2600 & VCS - Applications (TOSEC-v2020-07-03_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/2600 & VCS/Applications/Atari 2600 & VCS - Applications/Atari 2600 & VCS - Applications (TOSEC-v2020-07-03_CM).dat,4192757050,24036
DIRECTORY,Games,,,
DIRECTORY,Atari 2600 & VCS - Games,,,
FILE,Atari 2600 & VCS - Games (TOSEC-v2022-12-21_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/2600 & VCS/Games/Atari 2600 & VCS - Games/Atari 2600 & VCS - Games (TOSEC-v2022-12-21_CM).dat,1264544099,765637
DIRECTORY,Compilations,,,
DIRECTORY,Atari 2600 & VCS - Compilations,,,
FILE,Atari 2600 & VCS - Compilations (TOSEC-v2022-12-21_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Atari/2600 & VCS/Compilations/Atari 2600 & VCS - Compilations/Atari 2600 & VCS - Compilations (TOSEC-v2022-12-21_CM).dat,3541328073,863
DIRECTORY,Epoch,,,
DIRECTORY,Super Cassette Vision,,,
DIRECTORY,Firmware,,,
DIRECTORY,Epoch Super Cassette Vision - Firmware,,,
FILE,Epoch Super Cassette Vision - Firmware (TOSEC-v2021-12-11_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epoch/Super Cassette Vision/Firmware/Epoch Super Cassette Vision - Firmware/Epoch Super Cassette Vision - Firmware (TOSEC-v2021-12-11_CM).dat,1003861501,1260
DIRECTORY,Games,,,
DIRECTORY,Epoch Super Cassette Vision - Games,,,
FILE,Epoch Super Cassette Vision - Games (TOSEC-v2022-06-08_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epoch/Super Cassette Vision/Games/Epoch Super Cassette Vision - Games/Epoch Super Cassette Vision - Games (TOSEC-v2022-06-08_CM).dat,2867618451,11827
DIRECTORY,Microkey,,,
DIRECTORY,Primo,,,
DIRECTORY,Docs,,,
DIRECTORY,[PRI],,,
DIRECTORY,Microkey Primo - Docs - [PRI],,,
FILE,Microkey Primo - Docs - [PRI] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Docs/[PRI]/Microkey Primo - Docs - [PRI]/Microkey Primo - Docs - [PRI] (TOSEC-v2011-09-04_CM).dat,3151116801,8610
DIRECTORY,[PTP],,,
DIRECTORY,Microkey Primo - Docs - [PTP],,,
FILE,Microkey Primo - Docs - [PTP] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Docs/[PTP]/Microkey Primo - Docs - [PTP]/Microkey Primo - Docs - [PTP] (TOSEC-v2011-09-04_CM).dat,1238897457,5249
DIRECTORY,Firmware,,,
DIRECTORY,Microkey Primo - Firmware,,,
FILE,Microkey Primo - Firmware (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Firmware/Microkey Primo - Firmware/Microkey Primo - Firmware (TOSEC-v2011-09-04_CM).dat,1796540204,11890
DIRECTORY,Educational,,,
DIRECTORY,[TXT],,,
DIRECTORY,Microkey Primo - Educational - [TXT],,,
FILE,Microkey Primo - Educational - [TXT] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Educational/[TXT]/Microkey Primo - Educational - [TXT]/Microkey Primo - Educational - [TXT] (TOSEC-v2011-09-04_CM).dat,3942014871,836
DIRECTORY,[PRI],,,
DIRECTORY,Microkey Primo - Educational - [PRI],,,
FILE,Microkey Primo - Educational - [PRI] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Educational/[PRI]/Microkey Primo - Educational - [PRI]/Microkey Primo - Educational - [PRI] (TOSEC-v2011-09-04_CM).dat,3837038871,7605
DIRECTORY,[PTP],,,
DIRECTORY,Microkey Primo - Educational - [PTP],,,
FILE,Microkey Primo - Educational - [PTP] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Educational/[PTP]/Microkey Primo - Educational - [PTP]/Microkey Primo - Educational - [PTP] (TOSEC-v2011-09-04_CM).dat,4244498407,13545
DIRECTORY,Demos,,,
DIRECTORY,[TXT],,,
DIRECTORY,Microkey Primo - Demos - [TXT],,,
FILE,Microkey Primo - Demos - [TXT] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Demos/[TXT]/Microkey Primo - Demos - [TXT]/Microkey Primo - Demos - [TXT] (TOSEC-v2011-09-04_CM).dat,3058623300,832
DIRECTORY,[PRI],,,
DIRECTORY,Microkey Primo - Demos - [PRI],,,
FILE,Microkey Primo - Demos - [PRI] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Demos/[PRI]/Microkey Primo - Demos - [PRI]/Microkey Primo - Demos - [PRI] (TOSEC-v2011-09-04_CM).dat,3370898052,19491
DIRECTORY,[PTP],,,
DIRECTORY,Microkey Primo - Demos - [PTP],,,
FILE,Microkey Primo - Demos - [PTP] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Demos/[PTP]/Microkey Primo - Demos - [PTP]/Microkey Primo - Demos - [PTP] (TOSEC-v2011-09-04_CM).dat,348755382,31604
DIRECTORY,[PSS],,,
DIRECTORY,Microkey Primo - Demos - [PSS],,,
FILE,Microkey Primo - Demos - [PSS] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Demos/[PSS]/Microkey Primo - Demos - [PSS]/Microkey Primo - Demos - [PSS] (TOSEC-v2011-09-04_CM).dat,1553486131,1364
DIRECTORY,Applications,,,
DIRECTORY,[TXT],,,
DIRECTORY,Microkey Primo - Applications - [TXT],,,
FILE,Microkey Primo - Applications - [TXT] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[TXT]/Microkey Primo - Applications - [TXT]/Microkey Primo - Applications - [TXT] (TOSEC-v2011-09-04_CM).dat,3702917030,1893
DIRECTORY,[WAV],,,
DIRECTORY,Microkey Primo - Applications - [WAV],,,
FILE,Microkey Primo - Applications - [WAV] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[WAV]/Microkey Primo - Applications - [WAV]/Microkey Primo - Applications - [WAV] (TOSEC-v2011-09-04_CM).dat,3996156630,2094
DIRECTORY,[Multipart],,,
DIRECTORY,Microkey Primo - Applications - [Multipart],,,
FILE,Microkey Primo - Applications - [Multipart] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[Multipart]/Microkey Primo - Applications - [Multipart]/Microkey Primo - Applications - [Multipart] (TOSEC-v2011-09-04_CM).dat,848774383,5187
DIRECTORY,[PRI],,,
DIRECTORY,Microkey Primo - Applications - [PRI],,,
FILE,Microkey Primo - Applications - [PRI] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[PRI]/Microkey Primo - Applications - [PRI]/Microkey Primo - Applications - [PRI] (TOSEC-v2011-09-04_CM).dat,1508285255,54546
DIRECTORY,[PTP],,,
DIRECTORY,Microkey Primo - Applications - [PTP],,,
FILE,Microkey Primo - Applications - [PTP] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[PTP]/Microkey Primo - Applications - [PTP]/Microkey Primo - Applications - [PTP] (TOSEC-v2011-09-04_CM).dat,1380424391,58686
DIRECTORY,[D64],,,
DIRECTORY,Microkey Primo - Applications - [D64],,,
FILE,Microkey Primo - Applications - [D64] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[D64]/Microkey Primo - Applications - [D64]/Microkey Primo - Applications - [D64] (TOSEC-v2011-09-04_CM).dat,2948727219,1185
DIRECTORY,[PSS],,,
DIRECTORY,Microkey Primo - Applications - [PSS],,,
FILE,Microkey Primo - Applications - [PSS] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Applications/[PSS]/Microkey Primo - Applications - [PSS]/Microkey Primo - Applications - [PSS] (TOSEC-v2011-09-04_CM).dat,450833372,2563
DIRECTORY,Games,,,
DIRECTORY,[TXT],,,
DIRECTORY,Microkey Primo - Games - [TXT],,,
FILE,Microkey Primo - Games - [TXT] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[TXT]/Microkey Primo - Games - [TXT]/Microkey Primo - Games - [TXT] (TOSEC-v2011-09-04_CM).dat,182306961,2630
DIRECTORY,[WAV],,,
DIRECTORY,Microkey Primo - Games - [WAV],,,
FILE,Microkey Primo - Games - [WAV] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[WAV]/Microkey Primo - Games - [WAV]/Microkey Primo - Games - [WAV] (TOSEC-v2011-09-04_CM).dat,57580685,5572
DIRECTORY,[Multipart],,,
DIRECTORY,Microkey Primo - Games - [Multipart],,,
FILE,Microkey Primo - Games - [Multipart] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[Multipart]/Microkey Primo - Games - [Multipart]/Microkey Primo - Games - [Multipart] (TOSEC-v2011-09-04_CM).dat,352790370,4188
DIRECTORY,[PRI],,,
DIRECTORY,Microkey Primo - Games - [PRI],,,
FILE,Microkey Primo - Games - [PRI] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[PRI]/Microkey Primo - Games - [PRI]/Microkey Primo - Games - [PRI] (TOSEC-v2011-09-04_CM).dat,3528551939,56161
DIRECTORY,[PTP],,,
DIRECTORY,Microkey Primo - Games - [PTP],,,
FILE,Microkey Primo - Games - [PTP] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[PTP]/Microkey Primo - Games - [PTP]/Microkey Primo - Games - [PTP] (TOSEC-v2011-09-04_CM).dat,4038491909,81601
DIRECTORY,[PP],,,
DIRECTORY,Microkey Primo - Games - [PP],,,
FILE,Microkey Primo - Games - [PP] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[PP]/Microkey Primo - Games - [PP]/Microkey Primo - Games - [PP] (TOSEC-v2021-07-25_CM).dat,2482106647,844
DIRECTORY,[PSS],,,
DIRECTORY,Microkey Primo - Games - [PSS],,,
FILE,Microkey Primo - Games - [PSS] (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Games/[PSS]/Microkey Primo - Games - [PSS]/Microkey Primo - Games - [PSS] (TOSEC-v2011-09-04_CM).dat,4160808068,14315
DIRECTORY,Sources,,,
DIRECTORY,Microkey Primo - Sources,,,
FILE,Microkey Primo - Sources (TOSEC-v2011-09-04_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Microkey/Primo/Sources/Microkey Primo - Sources/Microkey Primo - Sources (TOSEC-v2011-09-04_CM).dat,2623445047,4439
DIRECTORY,Robotron,,,
DIRECTORY,"HC900, KC85 2, KC85 3 & KC85 4",,,
DIRECTORY,Various,,,
DIRECTORY,"Robotron HC900, KC85 2, KC85 3 & KC85 4 - Various",,,
FILE,"Robotron HC900, KC85 2, KC85 3 & KC85 4 - Various (TOSEC-v2014-05-13_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/HC900, KC85 2, KC85 3 & KC85 4/Various/Robotron HC900, KC85 2, KC85 3 & KC85 4 - Various/Robotron HC900, KC85 2, KC85 3 & KC85 4 - Various (TOSEC-v2014-05-13_CM).dat",986907166,202529
DIRECTORY,Games,,,
DIRECTORY,"Robotron HC900, KC85 2, KC85 3 & KC85 4 - Games",,,
FILE,"Robotron HC900, KC85 2, KC85 3 & KC85 4 - Games (TOSEC-v2021-07-25_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/HC900, KC85 2, KC85 3 & KC85 4/Games/Robotron HC900, KC85 2, KC85 3 & KC85 4 - Games/Robotron HC900, KC85 2, KC85 3 & KC85 4 - Games (TOSEC-v2021-07-25_CM).dat",2847163332,5298
DIRECTORY,Z9001 & KC85 1,,,
DIRECTORY,Various,,,
DIRECTORY,Robotron Z9001 & KC85 1 - Various,,,
FILE,Robotron Z9001 & KC85 1 - Various (TOSEC-v2014-05-13_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/Z9001 & KC85 1/Various/Robotron Z9001 & KC85 1 - Various/Robotron Z9001 & KC85 1 - Various (TOSEC-v2014-05-13_CM).dat,856671376,31298
DIRECTORY,Games,,,
DIRECTORY,Robotron Z9001 & KC85 1 - Games,,,
FILE,Robotron Z9001 & KC85 1 - Games (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/Z9001 & KC85 1/Games/Robotron Z9001 & KC85 1 - Games/Robotron Z9001 & KC85 1 - Games (TOSEC-v2021-07-25_CM).dat,1820517295,7037
DIRECTORY,Z1013,,,
DIRECTORY,Various,,,
DIRECTORY,Robotron Z1013 - Various,,,
FILE,Robotron Z1013 - Various (TOSEC-v2014-05-13_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/Z1013/Various/Robotron Z1013 - Various/Robotron Z1013 - Various (TOSEC-v2014-05-13_CM).dat,1270167186,200209
DIRECTORY,Games,,,
DIRECTORY,Robotron Z1013 - Games,,,
FILE,Robotron Z1013 - Games (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/Z1013/Games/Robotron Z1013 - Games/Robotron Z1013 - Games (TOSEC-v2021-07-25_CM).dat,876486950,3290
DIRECTORY,BIC A5105,,,
DIRECTORY,Games,,,
DIRECTORY,[DUMP],,,
DIRECTORY,Robotron BIC A5105 - Games - [DUMP],,,
FILE,Robotron BIC A5105 - Games - [DUMP] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/BIC A5105/Games/[DUMP]/Robotron BIC A5105 - Games - [DUMP]/Robotron BIC A5105 - Games - [DUMP] (TOSEC-v2021-07-25_CM).dat,3224450101,1212
DIRECTORY,[COM],,,
DIRECTORY,Robotron BIC A5105 - Games - [COM],,,
FILE,Robotron BIC A5105 - Games - [COM] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/BIC A5105/Games/[COM]/Robotron BIC A5105 - Games - [COM]/Robotron BIC A5105 - Games - [COM] (TOSEC-v2021-07-25_CM).dat,1416497746,885
DIRECTORY,KC Compact,,,
DIRECTORY,Various,,,
DIRECTORY,Robotron KC Compact - Various,,,
FILE,Robotron KC Compact - Various (TOSEC-v2014-05-13_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Robotron/KC Compact/Various/Robotron KC Compact - Various/Robotron KC Compact - Various (TOSEC-v2014-05-13_CM).dat,4221260285,33617
DIRECTORY,Memotech,,,
DIRECTORY,MTX,,,
DIRECTORY,Firmware,,,
DIRECTORY,Memotech MTX - Firmware,,,
FILE,Memotech MTX - Firmware (TOSEC-v2011-08-12_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Memotech/MTX/Firmware/Memotech MTX - Firmware/Memotech MTX - Firmware (TOSEC-v2011-08-12_CM).dat,1787384251,1356
DIRECTORY,Demos,,,
DIRECTORY,Memotech MTX - Demos,,,
FILE,Memotech MTX - Demos (TOSEC-v2011-08-12_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Memotech/MTX/Demos/Memotech MTX - Demos/Memotech MTX - Demos (TOSEC-v2011-08-12_CM).dat,924065883,1675
DIRECTORY,Applications,,,
DIRECTORY,Memotech MTX - Applications,,,
FILE,Memotech MTX - Applications (TOSEC-v2011-08-12_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Memotech/MTX/Applications/Memotech MTX - Applications/Memotech MTX - Applications (TOSEC-v2011-08-12_CM).dat,3954005541,1088
DIRECTORY,Games,,,
DIRECTORY,[WAV],,,
DIRECTORY,Memotech MTX - Games - [WAV],,,
FILE,Memotech MTX - Games - [WAV] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Memotech/MTX/Games/[WAV]/Memotech MTX - Games - [WAV]/Memotech MTX - Games - [WAV] (TOSEC-v2021-07-25_CM).dat,3739842210,19617
DIRECTORY,[MTX],,,
DIRECTORY,Memotech MTX - Games - [MTX],,,
FILE,Memotech MTX - Games - [MTX] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Memotech/MTX/Games/[MTX]/Memotech MTX - Games - [MTX]/Memotech MTX - Games - [MTX] (TOSEC-v2021-07-25_CM).dat,4201820910,36360
DIRECTORY,Otrona,,,
DIRECTORY,Attache,,,
DIRECTORY,Operating Systems,,,
DIRECTORY,Otrona Attache - Operating Systems,,,
FILE,Otrona Attache - Operating Systems (TOSEC-v2018-03-08_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Otrona/Attache/Operating Systems/Otrona Attache - Operating Systems/Otrona Attache - Operating Systems (TOSEC-v2018-03-08_CM).dat,2444819897,830
DIRECTORY,Games,,,
DIRECTORY,[COM],,,
DIRECTORY,Otrona Attache - Games - [COM],,,
FILE,Otrona Attache - Games - [COM] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Otrona/Attache/Games/[COM]/Otrona Attache - Games - [COM]/Otrona Attache - Games - [COM] (TOSEC-v2021-07-25_CM).dat,2905560736,1189
DIRECTORY,[DSK],,,
DIRECTORY,Otrona Attache - Games - [DSK],,,
FILE,Otrona Attache - Games - [DSK] (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Otrona/Attache/Games/[DSK]/Otrona Attache - Games - [DSK]/Otrona Attache - Games - [DSK] (TOSEC-v2021-07-25_CM).dat,1234335831,2498
DIRECTORY,Epson,,,
DIRECTORY,PX-4 & HC-40,,,
DIRECTORY,Games,,,
DIRECTORY,Epson PX-4 & HC-40 - Games,,,
FILE,Epson PX-4 & HC-40 - Games (TOSEC-v2021-07-25_CM).dat,https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-4 & HC-40/Games/Epson PX-4 & HC-40 - Games/Epson PX-4 & HC-40 - Games (TOSEC-v2021-07-25_CM).dat,3168496281,5677
DIRECTORY,"PX-8, HC-88 & Geneva",,,
DIRECTORY,Firmware,,,
DIRECTORY,[ROM],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Firmware - [ROM]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Firmware - [ROM] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Firmware/[ROM]/Epson PX-8, HC-88 & Geneva - Firmware - [ROM]/Epson PX-8, HC-88 & Geneva - Firmware - [ROM] (TOSEC-v2011-11-27_CM).dat",1017636544,1392
DIRECTORY,[HEX],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Firmware - [HEX]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Firmware - [HEX] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Firmware/[HEX]/Epson PX-8, HC-88 & Geneva - Firmware - [HEX]/Epson PX-8, HC-88 & Geneva - Firmware - [HEX] (TOSEC-v2011-11-27_CM).dat",912309077,847
DIRECTORY,Operating Systems,,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Operating Systems",,,
FILE,"Epson PX-8, HC-88 & Geneva - Operating Systems (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Operating Systems/Epson PX-8, HC-88 & Geneva - Operating Systems/Epson PX-8, HC-88 & Geneva - Operating Systems (TOSEC-v2011-11-27_CM).dat",4284827476,1140
DIRECTORY,Applications,,,
DIRECTORY,[ROM],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Applications - [ROM]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Applications - [ROM] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Applications/[ROM]/Epson PX-8, HC-88 & Geneva - Applications - [ROM]/Epson PX-8, HC-88 & Geneva - Applications - [ROM] (TOSEC-v2011-11-27_CM).dat",2401818441,3760
DIRECTORY,[HEX],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Applications - [HEX]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Applications - [HEX] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Applications/[HEX]/Epson PX-8, HC-88 & Geneva - Applications - [HEX]/Epson PX-8, HC-88 & Geneva - Applications - [HEX] (TOSEC-v2011-11-27_CM).dat",772809036,4896
DIRECTORY,[TD0],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Applications - [TD0]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Applications - [TD0] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Applications/[TD0]/Epson PX-8, HC-88 & Geneva - Applications - [TD0]/Epson PX-8, HC-88 & Geneva - Applications - [TD0] (TOSEC-v2011-11-27_CM).dat",3266912912,850
DIRECTORY,Games,,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Games",,,
FILE,"Epson PX-8, HC-88 & Geneva - Games (TOSEC-v2021-07-25_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Games/Epson PX-8, HC-88 & Geneva - Games/Epson PX-8, HC-88 & Geneva - Games (TOSEC-v2021-07-25_CM).dat",214009559,4559
DIRECTORY,Compilations,,,
DIRECTORY,Applications,,,
DIRECTORY,[HEX],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Compilations - Applications - [HEX]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Compilations - Applications - [HEX] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Compilations/Applications/[HEX]/Epson PX-8, HC-88 & Geneva - Compilations - Applications - [HEX]/Epson PX-8, HC-88 & Geneva - Compilations - Applications - [HEX] (TOSEC-v2011-11-27_CM).dat",415507064,1713
DIRECTORY,[TD0],,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Compilations - Applications - [TD0]",,,
FILE,"Epson PX-8, HC-88 & Geneva - Compilations - Applications - [TD0] (TOSEC-v2011-11-27_CM).dat","https://raw.githubusercontent.com/open-retrogaming-archive/dat-catalog/main/root/normalized/TOSEC/Epson/PX-8, HC-88 & Geneva/Compilations/Applications/[TD0]/Epson PX-8, HC-88 & Geneva - Compilations - Applications - [TD0]/Epson PX-8, HC-88 & Geneva - Compilations - Applications - [TD0] (TOSEC-v2011-11-27_CM).dat",1880340185,891
DIRECTORY,Games,,,
DIRECTORY,"Epson PX-8, HC-88 & Geneva - Compilations - Games",,,
